ID,Attrition,YearsAtCompany
1,0.3214181363582611,4.171858787536621
2,0.6572185158729553,2.994274616241455
3,0.07719385623931885,3.3028669357299805
4,0.5379546284675598,4.246943473815918
5,0.10154105722904205,3.4986376762390137
6,0.6007277369499207,2.8064820766448975
7,0.10322530567646027,6.033841133117676
8,0.2642704248428345,4.120817184448242
9,0.0558478981256485,14.014137268066406
10,0.051972225308418274,3.8880109786987305
11,0.06547633558511734,4.232089519500732
12,0.08872214704751968,3.282437562942505
13,0.2424706071615219,3.627467155456543
14,0.4814009666442871,2.444523572921753
15,0.0035897335037589073,17.48845863342285
16,0.16242682933807373,4.00687313079834
17,0.1197933480143547,3.650881290435791
18,0.19891366362571716,4.057344913482666
19,0.11164648830890656,2.9421656131744385
20,0.05468244478106499,3.90841007232666
21,0.008255978114902973,8.807058334350586
22,0.3184488117694855,9.159965515136719
23,0.27102816104888916,2.430574655532837
24,0.5162334442138672,3.5016214847564697
25,0.1347968429327011,2.4214766025543213
26,0.10766135156154633,3.696258544921875
27,0.0756865069270134,5.197598457336426
28,0.17955239117145538,4.4514055252075195
29,0.04068604111671448,3.241129159927368
30,0.02836648002266884,4.337896347045898
31,0.3539191484451294,4.836268901824951
32,0.1859617978334427,2.5673553943634033
33,0.3084523379802704,2.5678391456604004
34,0.09227301180362701,3.541930913925171
35,0.04223603382706642,11.125361442565918
36,0.30658620595932007,2.8517274856567383
37,0.08595301955938339,12.895317077636719
38,0.03119572065770626,3.8403501510620117
39,0.029495785012841225,3.362309694290161
40,0.01601325534284115,5.282289505004883
41,0.046075958758592606,12.443096160888672
42,0.04073236510157585,15.14342975616455
43,0.1592913120985031,6.524699687957764
44,0.03670003265142441,22.175207138061523
45,0.002096437616273761,4.547314643859863
46,0.07173915952444077,2.5128839015960693
47,0.233699232339859,3.4015727043151855
48,0.06022798642516136,2.4884872436523438
49,0.025163015350699425,2.595285415649414
50,0.22047388553619385,4.0613226890563965
51,0.030863163992762566,8.79102897644043
52,0.2469908595085144,6.115869998931885
53,0.06839971244335175,7.220619201660156
54,0.5848647952079773,3.4610648155212402
55,0.0053877150639891624,7.593825340270996
56,0.12328904122114182,2.4235525131225586
57,0.16080185770988464,28.61406135559082
58,0.00967967789620161,8.166823387145996
59,0.5935707688331604,5.3333420753479
60,0.004682227037847042,30.471437454223633
61,0.0386011004447937,8.284527778625488
62,0.009021587669849396,7.570752143859863
63,0.10420534014701843,6.322381019592285
64,0.020752446725964546,3.022963523864746
65,0.027392903342843056,12.228989601135254
66,0.09830896556377411,2.3149197101593018
67,0.19781853258609772,8.312259674072266
68,0.06265832483768463,6.662675857543945
69,0.024680759757757187,16.298490524291992
70,0.22007426619529724,3.426699161529541
71,0.018983200192451477,19.652116775512695
72,0.19200251996517181,2.7121193408966064
73,0.015350833535194397,16.6929931640625
74,0.5747596025466919,8.740402221679688
75,0.06069621816277504,3.7036068439483643
76,0.13816358149051666,4.383213996887207
77,0.019786950200796127,2.85611891746521
78,0.021385526284575462,14.305578231811523
79,0.19983172416687012,3.2745420932769775
80,0.7699038982391357,3.5248961448669434
81,0.03456386178731918,6.358356952667236
82,0.4247209429740906,3.33439302444458
83,0.29321667551994324,3.8840389251708984
84,0.05048345401883125,12.923995018005371
85,0.005002761259675026,12.184661865234375
86,0.035097911953926086,2.3040103912353516
87,0.02640119567513466,9.582693099975586
88,0.33362558484077454,3.9179649353027344
89,0.032242339104413986,23.636520385742188
90,0.1889113336801529,15.979266166687012
91,0.01415313221514225,17.302875518798828
92,0.46583786606788635,6.155893325805664
93,0.013589760288596153,3.9312729835510254
94,0.03218088671565056,3.4742722511291504
95,0.008551957085728645,9.422972679138184
96,0.021006567403674126,2.633117198944092
97,0.09014581888914108,3.5389180183410645
98,0.01766451820731163,20.67582893371582
99,0.6184165477752686,2.974400043487549
100,0.027354681864380836,10.183313369750977
101,0.011932088993489742,6.806326866149902
102,0.33618834614753723,5.471076965332031
103,0.034371912479400635,14.815003395080566
104,0.02040112018585205,8.551081657409668
105,0.5029942989349365,4.639875888824463
106,0.06196210905909538,3.6806745529174805
107,0.009786782786250114,31.89548683166504
108,0.06364940106868744,2.42101788520813
109,0.406145304441452,4.055453777313232
110,0.0075503140687942505,11.896005630493164
111,0.007784510031342506,7.789283752441406
112,0.07583175599575043,4.337891101837158
113,0.03260176628828049,8.275527954101562
114,0.14744172990322113,6.023977279663086
115,0.017288586124777794,8.053742408752441
116,0.015873851254582405,6.067075729370117
117,0.03658558055758476,9.495595932006836
118,0.017643891274929047,8.458314895629883
119,0.28119099140167236,3.335282564163208
120,0.05784020200371742,6.032380104064941
121,0.06716232001781464,3.2712247371673584
122,0.4979977011680603,2.4880733489990234
123,0.09111455827951431,13.036508560180664
124,0.057542718946933746,13.716320991516113
125,0.006410147529095411,8.224693298339844
126,0.028018703684210777,2.9360382556915283
127,0.0450470894575119,9.616857528686523
128,0.09297022968530655,7.476207733154297
129,0.27975165843963623,2.390019416809082
130,0.009551195427775383,4.39410400390625
131,0.40573835372924805,2.7932372093200684
132,0.097934290766716,2.6817691326141357
133,0.10082055628299713,8.269275665283203
134,0.009956041350960732,7.7986297607421875
135,0.034207284450531006,4.137307167053223
136,0.11587320268154144,8.022253036499023
137,0.12475012987852097,19.737945556640625
138,0.008973661810159683,5.346199989318848
139,0.02738415263593197,21.59619903564453
140,0.07080211490392685,4.326383113861084
141,0.027207989245653152,7.101278305053711
142,0.01646539568901062,9.218295097351074
143,0.5405289530754089,2.496950149536133
144,0.51774001121521,2.5304927825927734
145,0.008786049671471119,16.597436904907227
146,0.06810880452394485,12.982881546020508
147,0.016940759494900703,8.465938568115234
148,0.36678552627563477,3.130932331085205
149,0.17560847103595734,4.361311912536621
150,0.01775088533759117,8.739670753479004
151,0.0638793557882309,6.688827037811279
152,0.03952236846089363,4.119523048400879
153,0.012972516939043999,21.77334976196289
154,0.05032821744680405,9.785977363586426
155,0.19892960786819458,7.934536933898926
156,0.0281706340610981,7.609374046325684
157,0.706824779510498,3.8335163593292236
158,0.017623035237193108,8.286587715148926
159,0.07349424809217453,4.112532138824463
160,0.33328282833099365,4.2439799308776855
161,0.14022356271743774,4.350836277008057
162,0.7016874551773071,2.7315733432769775
163,0.057705678045749664,4.983985900878906
164,0.1578044295310974,4.368464946746826
165,0.018038012087345123,8.21641731262207
166,0.057308975607156754,2.5193819999694824
167,0.03364412114024162,28.443769454956055
168,0.08199775964021683,5.77549934387207
169,0.18056461215019226,2.676173448562622
170,0.6168751120567322,2.5253515243530273
171,0.07400782406330109,4.514363765716553
172,0.048130862414836884,11.190390586853027
173,0.11361668258905411,2.439767360687256
174,0.14401233196258545,4.691534996032715
175,0.01704021356999874,11.095409393310547
176,0.06687289476394653,2.8350448608398438
177,0.053422849625349045,4.7259087562561035
178,0.04138752818107605,15.799339294433594
179,0.04399770870804787,3.6618008613586426
180,0.00982431136071682,17.34882164001465
181,0.05375482887029648,10.65749740600586
182,0.036117129027843475,12.649139404296875
183,0.3136468231678009,2.5651068687438965
184,0.6489397883415222,3.1409943103790283
185,0.11237118393182755,17.938396453857422
186,0.06935835629701614,6.959048271179199
187,0.14513550698757172,2.7028932571411133
188,0.10349653661251068,2.5770034790039062
189,0.7107169032096863,3.8518383502960205
190,0.2085006833076477,2.728537082672119
191,0.22566740214824677,4.479902267456055
192,0.3729974329471588,4.917537689208984
193,0.6811147928237915,2.431993007659912
194,0.7710439562797546,6.6581926345825195
195,0.007739474065601826,7.158171653747559
196,0.07983529567718506,4.344703197479248
197,0.2210264503955841,5.15570068359375
198,0.05219439044594765,10.523025512695312
199,0.022881774231791496,8.262897491455078
200,0.035301465541124344,5.960104942321777
201,0.18307870626449585,4.846646308898926
202,0.13113518059253693,6.024032115936279
203,0.058161720633506775,4.933600425720215
204,0.09024617075920105,4.085531711578369
205,0.05208625644445419,6.519646167755127
206,0.26569870114326477,2.293139934539795
207,0.31994733214378357,2.983407735824585
208,0.276115745306015,3.722945213317871
209,0.021430514752864838,14.960379600524902
210,0.23546819388866425,4.5636749267578125
211,0.015112796798348427,4.595659255981445
212,0.0438053123652935,4.777299404144287
213,0.057659585028886795,12.230257034301758
214,0.03923318535089493,4.033988952636719
215,0.08263607323169708,4.670656204223633
216,0.03107869066298008,8.281028747558594
217,0.0048853550106287,7.217565536499023
218,0.02210182137787342,3.0764076709747314
219,0.05746423080563545,3.903336524963379
220,0.11916288733482361,9.492311477661133
221,0.3015754520893097,3.474392890930176
222,0.003539547324180603,24.180137634277344
223,0.2531852126121521,9.872954368591309
224,0.15728946030139923,3.0783863067626953
225,0.0239969901740551,3.479846954345703
226,0.027167538180947304,5.437337875366211
227,0.09737641364336014,14.419135093688965
228,0.03724227473139763,3.7766482830047607
229,0.0920858308672905,4.650930881500244
230,0.008093596436083317,4.133613586425781
231,0.09493079036474228,7.29998779296875
232,0.7701268196105957,2.425602912902832
233,0.1673297882080078,7.820127487182617
234,0.15740171074867249,5.335541248321533
235,0.05268147960305214,13.484704971313477
236,0.12493041902780533,2.775683641433716
237,0.06414160132408142,5.165081024169922
238,0.03866705298423767,2.806962013244629
239,0.20889604091644287,4.65717887878418
240,0.5128531455993652,3.7931604385375977
